BUSINESS_ID,BUSINESS_NAME,CITY,POSTAL_CODE,STATE,ADDRESS,REVIEW_COUNT,STARS,CATEGORIES
h-y5azB-VlQAT3m7Ff2g2Q,P's & Q's - Premium Quality,Philadelphia,19147,PA,820 S St,16,5,"Fashion, Shopping, Men's Clothing"
XHTgtBSwLnwRHzKSbea2Fg,Michael Kors,Indianapolis,46240,IN,"8701 Keystone Crossing, Ste 28",6,4,"Shopping, Fashion"
WYYdQDjx-DsCanlP0DpImQ,J Sushi,Philadelphia,19107,PA,243 S 10th St,72,5,"Seafood, Restaurants, Sushi Bars, Japanese"
U2htB9qk4hOXCdkccvvW0Q,D's Toys,Indianapolis,46225,IN,"2616 Brill Rd, Ste A",5,5,"Shopping, Books, Mags, Music & Video, Toy Stores, Hobby Shops, Comic Books"
aNtKyc2rr-uK5cqzY9TVQQ,Chipotle Mexican Grill,Largo,33771,FL,10160 Ulmerton Rd,19,3,"Mexican, Fast Food, Restaurants"
yv6kSKxDdZTsvHL25K-U2g,Nash Painting,Nashville,37203,TN,471 Chestnut St,45,5,"Painters, Home Services, Decks & Railing, Contractors, Pressure Washers"
hUQ9Z7kQeabvhPOAQOVV1A,Rathbone Mansions,New Orleans,70116,LA,1244 Esplanade Ave,67,4,"Hotels, Hotels & Travel, Bed & Breakfast, Event Planning & Services"
t5tBd4p7BA7hNDitBUXxrw,Boise Therapeutic Massage Center,Boise,83704,ID,7153 W Emerald St,68,4,"Massage, Health & Medical, Medical Spas, Beauty & Spas"
oCFcoyGx2VRZ8MHXEsV8tQ,Giant Food Store,Brookhaven,19015,PA,4801 Edgmont Ave,10,3,"Food, Grocery"
FC6ef4rMMZKNov_-A9M6iQ,TD Bank Havertown,Haverford,19083,PA,120 W Eagle Rd,6,2,"Banks & Credit Unions, Financial Services"
X_E7U2lVNEwbH_gpOBmAHQ,Cerveza Jack's,Nashville,37201,TN,135 2nd Ave N,182,4,"Nightlife, Restaurants, Bars, Mexican"
EYA514FX4H8MwvFjv2ORQA,Carsmetics,Clearwater,33762,FL,3990 Ulmerton Rd,30,5,"Body Shops, Automotive"
G4lRmwDHdvhZAhmtlsYYBw,Wendy's,Nashville,37204,TN,741 Thompson Ln,37,2,"Burgers, Restaurants, Fast Food"
DTUfAthScapCGnOnnLUhPA,Stitchers' Dream,Glenside,19038,PA,221 S Easton Rd,9,4,"Art Classes, Shopping, Education, Arts & Crafts, Appliances & Repair, Knitting Supplies, Art Supplies, Local Services"
DcUDIlxFsvqPvFh8_lb4Sw,Lott's Service,Moorestown,08057,NJ,"908 N Lenola Rd, Ste 3",8,2,"Gas Stations, Automotive, Towing"
zs4d4DqSp5zh3HGFh-PiiQ,Something Special,Nashville,37205,TN,107 Heady Dr,21,3,"Event Planning & Services, Caterers"
BxhkoR6cscJwwex8gx31OA,Bar-B-Cutie,Madison,37115,TN,1787 Gallatin Pike N,40,4,"Restaurants, Barbeque"
2oxrOO3c9_mQmqM9kwEm9Q,Total Access Urgent Care,Saint Louis,63021,MO,2980 Dougherty Ferry Rd,6,4,"Health & Medical, Urgent Care"
Ms5xG8i4p80KSMcF3tt4ug,Sal DeForte's Ristorante,Ewing,08628,NJ,1400 Parkway Ave,52,4,"Italian, Restaurants"
yswijv6wP2fKbMqAiEZ0vw,Reno Bighorns,Reno,89501,NV,400 N Center St,6,5,"Active Life, Basketball Courts, Stadiums & Arenas, Arts & Entertainment, Professional Sports Teams"
m9ncuZp0nEVhIwu24G-HRw,CVS Pharmacy,Indianapolis,46203,IN,2215 Shelby St,10,3,"Pharmacy, Health & Medical, Convenience Stores, Drugstores, Food, Shopping"
QZU7TcrztBb3tXaPbVCkXg,805 Ink,Santa Barbara,93101,CA,1228 State St,68,5,"Beauty & Spas, Tattoo"
l6VYP8AxIoW6U52aDo8fXg,HMV Superstore,Edmonton,T5T 4M2,AB,8882 170th Street,24,4,"Home & Garden, Music & DVDs, Fashion, Accessories, Shopping, Home Decor, Books, Mags, Music & Video, Video Game Stores"
wMAxTyExktVtfyqKAfApbA,Tuffy Tire & Auto Service Center,Tampa,33618,FL,4353 Gunn Hwy,16,4,"Oil Change Stations, Automotive, Tires, Auto Repair"
E-nhxuu3zbt02oCj_1AFng,Selah,Tucson,85705,AZ,"510 N 7th Ave, Ste 130",60,5,"Waxing, Hair Removal, Skin Care, Eyelash Service, Beauty & Spas"
vvE3HVfxlx9UYctKPr0dbw,Inspired By Purpose Wellness Center & Yoga Studio,Reno,89502,NV,"2910 Mill St, Ste B",9,5,"Weight Loss Centers, Health & Medical, Life Coach, Meditation Centers, Professional Services, Yoga, Active Life, Fitness & Instruction, Trainers, Nutritionists"
JnbSkfsl_j2dUoHncBTonA,Collision XS,Belleville,62220,IL,1416 Centreville Ave,6,5,"Auto Repair, Body Shops, Automotive"
5BYQP7i7ckUlgSzX4Yhnmw,A-1 Expert Cleaning Services,Levittown,19055,PA,34 Ring Ln,5,5,"Home Cleaning, Home Services, Office Cleaning, Professional Services, Window Washing"
xAAhPuZ8FG6OlvAw5m1BVQ,Willard Park,Indianapolis,46201,IN,1901 E Washington St,5,4,"Active Life, Playgrounds, Parks, Swimming Pools"
DfGNZQsCe9k2BxazCf0p6g,Reno Family Chiropractic,Reno,89512,NV,"2900 Clear Acre Ln, Ste B",19,5,"Health & Medical, Chiropractors"
07JLsUInZr5OSiYH2XVi4g,Elegance African Hair Braiding,Philadelphia,19131,PA,540 N 52nd St,8,2,"Beauty & Spas, Hair Stylists, Hair Extensions, Hair Salons"
hPAmGKnDqummngSTOJN_8g,Timber Creek Park,Gloucester Township,08012,NJ,236 Taylor Ave,86,5,"Dog Parks, Active Life, Parks"
ORL4JE6tz3rJxVqkdKfegA,Gaylord Opryland Resort & Convention Center,Nashville,37214,TN,2800 Opryland Dr,1639,3,"Venues & Event Spaces, Performing Arts, Arts & Entertainment, Hotels & Travel, Food, Convenience Stores, American (New), Beauty & Spas, Restaurants, Museums, Event Planning & Services, Hotels, Cinema, Resorts, Day Spas"
1GnJDrpp-jyDRCptavD9RQ,Rita's Italian Ice,Aston,19014,PA,5004 Pennell Rd,7,4,"Food, Ice Cream & Frozen Yogurt, Desserts, Shaved Ice"
jkY8aotwcAlSHCgoZrF49w,Bay Area Appliance,Largo,33770,FL,904 Clearwater Largo Rd N,5,1,"Home & Garden, Local Services, Appliances, Appliances & Repair, Shopping"
YD_eZ4TaFrHYRrJVzOXHfw,Passport Health,Saint Louis,63117,MO,"1034 S Brentwood Blvd, Ste 710",11,2,"Medical Centers, Health & Medical"
P10BsKUeoeCeVoK4BS2u0w,Trust Me BBQ,Riverview,33569,FL,8624 US Hwy 301 S,29,4,"Restaurants, Barbeque"
7Du9oW73YcYFmXdtU5aiSg,Kinjo's Japanese Restaurant,Saint Petersburg,33710,FL,2875 Tyrone Blvd N,17,4,"Japanese, Sushi Bars, Restaurants"
h_qlv6CIXGVurFOhFQ945w,Tim Hortons,Edmonton,T5S 2X1,AB,17004 111 Avenue NW,6,4,"Coffee & Tea, Food"
QjV4v7q_pt7tt3K1US7IHg,PDQ Temple Terrace,Tampa,33617,FL,5112 E Fowler Ave,5,3,"Fast Food, Sandwiches, Chicken Shop, Restaurants"
LGqiubTmpJ-A1L5n7dmc6g,Domino's Pizza,Harvey,70058,LA,"1525 Lapalco Blvd, # A",14,2,"Restaurants, Sandwiches, Pizza, Chicken Wings"
FTFtoylMzkrzqNVSl-bkKw,Giant Food Stores,Philadelphia,19103,PA,60 N 23rd St,19,4,"Grocery, Food"
59jkCUm4yHciKL1KW_1HJA,Roma Pizza & Italian Eatery,Warrington,18976,PA,1103 Main St,25,3,"Pizza, Restaurants"
AzwiKZjVqHOxLaYtPAx8lA,Target,Wyncote,19095,PA,2450 Shoppers Ln,37,3,"Shopping, Department Stores, Grocery, Fashion, Food, Electronics, Furniture Stores, Home & Garden"
yM8LlTInbQH4FwWC97lz6w,McDonald's,St. Louis,63104,MO,1919 S Jefferson,100,2,"Fast Food, Restaurants, Food, Burgers, Coffee & Tea"
tVdJ7CgBGAQ_nLomYXbB-Q,Cunningham Pest Control,Havertown,19083,PA,"1125 W Chester Pike, Ste 178",5,5,"Wildlife Control, Local Services, Pest Control"
x8KYhsxbufQiYIK-4MRzHQ,West Coast Roofing,Tucson,85749,AZ,910 S Santa Rita Ave,13,2,"Apartments, Roofing, Real Estate, Home Services"
3S9GYtMOYhbZl4MMPOHT0Q,The Handlebar Boise,Boise,83702,ID,1519 W Main St,34,5,"Bars, Wine Bars, Nightlife, Beer Bar"
znL4YrNbA2uwOQ3CchkmEA,Seaview Condominiums,Madeira Beach,33708,FL,14700 Gulf Blvd,8,5,"Home Services, Vacation Rentals, Real Estate, Condominiums, Hotels & Travel"
CtMEJxpVMlNzFpB4PtFjfA,Aussie Grill,Lutz,33559,FL,25340 Sierra Center Blvd,75,4,"Restaurants, American (New), Burgers, Fast Food, Steakhouses"
O1oZpbZNDMH_gz8DhsZCdA,Wendy's,Philadelphia,19124,PA,700 E. Hunting Park,15,2,"Burgers, Restaurants, Fast Food"
vPcfJ3rm3NpdqVDod2WxLA,China Pearl,Langhorne,19047,PA,2E Summit Sq Shopping Ctr,27,2,"Japanese, Chinese, Restaurants, Thai"
HI4_NqeHMJOnMoVFNxaFyA,1-Hour Auto Glass,Tucson,85742,AZ,"2292 W Magee Rd, Ste 270",21,4,"Auto Glass Services, Automotive, Windshield Installation & Repair"
pmuuoDqNZp7518AUd-YmPA,Bagelicious - King Of Prussia,King of Prussia,19406,PA,216 W Beidler Rd,60,4,"Restaurants, Bakeries, Caterers, Bagels, Food, Event Planning & Services"
EDNYAyVc_WFhM3CD6QVD4A,Ottewell Animal Clinic,Edmonton,T6B 0P2,AB,6142 90 Avenue NW,13,4,"Pets, Veterinarians"
tyJwgMRwo21wLUsga_RkQw,Blue Water Dental Care,Reno,89509,NV,1820 S Arlington Ave,10,4,"Endodontists, General Dentistry, Health & Medical, Cosmetic Dentists, Dentists"
2dlQX5sP9X6Dlm1MmNOlSw,ReAnimator Coffee,Philadelphia,19125,PA,1523 E Susquehanna Ave,105,4,"Food, Coffee & Tea"
IYlUaKC9nICjiWdk-ShPlg,Bub's Cafe,Carmel,46032,IN,220 2nd St SW,175,4,"Restaurants, Breakfast & Brunch"
8oi1Gm7XLyK31Y3N3Wp2Ig,A & A Complete Services,Smithton,62285,IL,,11,1,"Plumbing, Home Services"
hdRtVNk-G9Ep4eaHPKXmfA,Carpet One Floor & Home,Oro Valley,85737,AZ,11005 N Oracle Rd,7,4,"Carpeting, Shopping, Home Services, Flooring, Rugs, Home & Garden"
tSFXJ0GFl5iUdy021YgWLw,The Mad Griddle ,Indianapolis,46201,IN,2127 E 10th St,7,5,"Arts & Entertainment, Nightlife, Jazz & Blues, Restaurants, Pizza, Southern"
UoKkgWmE9-c3wbWwO4VAVQ,Beaver Hill Condominium,Jenkintown,19046,PA,309 Florence Ave,5,3,"Real Estate, Apartments, Home Services"
Nh1rc9aSeO-Y5lYmXVS6CA,Quality Inn Nashville Downtown - Stadium,Nashville,37213,TN,303 Interstate Dr,53,2,"Hotels & Travel, Event Planning & Services, Hotels"
r_8FZXRkGoc5QNbTOAIftA,MDG Salon Studio,Indianapolis,46204,IN,"355 Indiana Ave, Ste 100",85,5,"Makeup Artists, Beauty & Spas, Hair Salons, Hair Removal, Eyelash Service"
ZU6NodDOWaabGkeNpOWdXw,530 Pub & Grill,Clearwater,33755,FL,530 Cleveland St,6,5,"American (Traditional), Restaurants, Burgers, Wraps, Sandwiches, Bars, Nightlife, Beer Bar"
LVYAXWQB3t7tdwWteyjfhw,Option 1 Barber Shop,Tampa,33615,FL,"5537 Sheldon Rd, Ste E",16,4,"Barbers, Beauty & Spas"
mq5Z9X7yxgyApILQ11niNw,Wendy Warner- Medicine In Balance,Langhorne,19047,PA,"940 Town Center Dr, Ste F90",7,3,"Health & Medical, Doctors, Medical Centers, Local Services, Obstetricians & Gynecologists, Naturopathic/Holistic"
X0V_PdBTS_SwNxMY2795ZA,Toys R Us,Tucson,85711,AZ,5355 E Broadway Blvd,12,4,"Toy Stores, Shopping"
ONUZertKOOImiyQG66Z7Tg,Zakian Rug Cleaning,Philadelphia,19131,PA,4930 Parkside Ave,26,4,"Carpet Cleaning, Rugs, Shopping, Flooring, Local Services, Home Cleaning, Carpeting, Home & Garden, Home Services"
ULReFPrCIDRbGKwP3ZsHwg,Eddie's Southtown Donuts,Saint Louis,63109,MO,4701 S Kingshighway Blvd,55,5,"Donuts, Food"
25Uww0C0wvF9CZ_3B6vWtA,Enjoy The Mountain,Santa Barbara,93105,CA,1 Garden St,48,5,"Motorcycle Rental, Tours, Hiking, Mountain Biking, ATV Rentals/Tours, RV Rental, Hotels & Travel, Arts & Entertainment, Active Life"
rCoWa-C7Os51GjFkCnFlVw,Rite Aid,Voorhees,08043,NJ,700 Haddonfield Berlin Rd S37,6,5,"Drugstores, Convenience Stores, Food, Shopping"
Dtuf4vD0znzwJW9vk3iTNw,Tomo Japanese Steakhouse and Sushi Bar,Indianapolis,46240,IN,"7411 N Keystone Ave, Ste A",246,4,"Steakhouses, Restaurants, Sushi Bars, Japanese"
8c0r7olQSYGcws0bTd3ikw,Zesty Tsunami,New Port Richey,34653,FL,6614 Osteen Rd,5,4,"Hawaiian, Food, Food Trucks, Street Vendors, Restaurants"
QU-X2Pijwd4SitfYXoZWMQ,Mason's Tree Service,West Chester,19380,PA,,9,3,"Home Services, Tree Services"
Ucl9Vo5lwrUmYbV8Dv8X5g,O'Briens Irish Pub,Tampa,33618,FL,15435 N Dale Mabry Hwy,108,4,"Bars, Pubs, Nightlife, Arts & Entertainment, Irish, Restaurants, Music Venues"
cSeA6pC9JUlGfz-RNfvnGw,Midwest RV Center,St. Louis,63129,MO,6200 Heimos Industrial Park Dr,33,4,"Trailer Dealers, Auto Parts & Supplies, Auto Repair, RV Repair, Local Services, Trailer Repair, RV Dealers, Shopping, Automotive, Propane, Outdoor Gear, Sporting Goods"
WdrpkH-q7FQY5nclmPfoDQ,"Daniel Colombo , MD",Reno,89521,NV,10581 Double R Blvd,7,4,"Doctors, Pediatricians, Health & Medical"
xF9r1XbMvEOsJeHlmFhIvw,Weddings in Santa Barbara,Santa Barbara,93109,CA,263 Santa Monica Way,13,5,"Professional Services, Officiants, Event Planning & Services, Wedding Planning"
6BF3eaIzHtoNHSxKTFnTyg,Mister B's Cigar Box,Avon,46123,IN,8123 E US Hwy 36,13,4,"Bars, Lounges, Nightlife, Pizza, Restaurants, Shopping, Tobacco Shops, Hookah Bars"
wjyUxHxkrvUvCOVqy4g_wg,Oscar's Cafe,Normandy,63121,MO,7520 Natural Bridge Rd,11,4,"Restaurants, American (Traditional)"
do6EpBc7ZUoaqdzuUuGFXA,Jim's Auto Detailing,Wayne,19087,PA,729 W Lancaster Ave,8,5,"Automotive, Auto Detailing, Car Wash, Auto Glass Services"
4IcB3QyMEA85UTWFKh9O9A,Eat Mah Taco @ Pal's Lounge,New Orleans,70119,LA,949 N Rendon St,8,5,"American (New), Food, Bars, Nightlife, Lounges, Restaurants"
_mf0QKI1Jlk8zRinr-56FA,Jaguar Nashville,Brentwood,37027,TN,3 Cadillac Dr,10,5,"Car Dealers, Automotive, Used Car Dealers, Auto Repair"
h_3oLlQ_CFohwlzsrSZ6xQ,The Waxing Queen Of Tucson,Tucson,85716,AZ,2919 E Broadway Blvd,17,5,"Beauty & Spas, Hair Removal, Day Spas, Skin Care"
Y6heWJJ9AmEL58fZwgi9YQ,Rosati's Pizza,Tucson,85741,AZ,2944 W Ina Rd,58,4,"Sports Bars, Bars, Nightlife, Italian, Restaurants, Pizza"
bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,Philadelphia,19147,PA,765 S 4th St,183,5,"Restaurants, Breakfast & Brunch, Vegan, Bagels, Food, Coffee & Tea"
7FHjj04Wy2aqXl22NA_C0g,Aldi,Indianapolis,46256,IN,9505 Uptown Dr,18,4,"Grocery, Food"
TF6QZYUR5atqBEFnHP5bOw,The UPS Store,Reno,89521,NV,"748 S Meadows Pkwy, Ste A-9",27,4,"Local Services, Shipping Centers, Notaries, Printing Services, Mailbox Centers"
WveinioyAZg3dtt0zHsyHA,99 Cents Only Stores,Tucson,85730,AZ,7125 E Golf Links Rd,17,4,"Discount Store, Shopping, Event Planning & Services, Party Supplies, Wholesalers, Professional Services"
D9Xez9uOSM4DgSjSTywq7w,King of Jewelers,Philadelphia,19106,PA,737 Samson St,5,4,"Shopping, Jewelry"
6czqMScx8MRDirv7fxX7pw,Frankie's Fruit Bar,Reno,89502,NV,205 E Moana Ln,34,5,"Specialty Food, Food, Shaved Ice, Juice Bars & Smoothies, Fruits & Veggies"
bi3SICnYEuFC7Cihyqz8Nw,Thach Used Tires,Tampa,33619,FL,4916 Causeway Blvd,5,5,"Tires, Automotive"
xbRbvXSAVZBEwaUUn3mzbg,Lee Roy Selmon's,Tampa,33618,FL,14457 N Dale Mabry Hwy,42,4,"Salad, Restaurants, Burgers, Soul Food"
qb5pyP6XOS8K2uuC4eQHmQ,Union on Fletcher,Tampa,33613,FL,3600 East Fletcher Ave,8,3,"Home Services, Real Estate, Apartments"
CWE-NfyMgi28ePUiansSdQ,Jim's Appliance & Furniture,Boise,83706,ID,1115 Lusk St,24,4,"Appliances, Mattresses, Shopping, Home & Garden"
uDQgmudYDKiB6n4vwbEeDg,Chrysalis,Franklin,37067,TN,9040 Carothers Pkwy,112,5,"Restaurants, Italian, Nightlife, Bars, Cocktail Bars, Tapas/Small Plates"
MyE_zdul_JO-dOHOug4GQQ,Watson Adventures Scavenger Hunts,Philadelphia,19019,PA,,8,3,"Local Flavor, Team Building Activities, Active Life, Arts & Entertainment, Event Planning & Services, Walking Tours, Scavenger Hunts, Museums, Hotels & Travel, Tours"
v5kwdvmg-J8g-ll0nkc3Sw,The Libertine Liquor Bar,Indianapolis,46204,IN,38 E Washington St,208,4,"Restaurants, Lounges, Bars, American (New), Nightlife"
8p9euqoMCbT4AIL_Fgqb0g,Ballistic Fabrication,Tuscon,85705,AZ,2010 W McMillan St,5,4,"Machine Shops, Local Services, Automotive, Auto Parts & Supplies"
bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,Philadelphia,19104,PA,4002 Spruce St,46,4,"Shanghainese, Restaurants, Sushi Bars, Szechuan, Sports Bars, Lounges, Asian Fusion, Thai, Karaoke, Chinese, Nightlife, Bars"
my0bmPD5dgDFE1ia__LNlw,Nails & Beauty Lounge,Brandon,33511,FL,953 E Brandon Blvd,84,4,"Beauty & Spas, Waxing, Nail Salons, Hair Removal"
8ThWgxiTB83nrIGbZQnNBg,Creature Comforts Pet Sitting,Ardmore,19003,PA,,10,5,"Pet Services, Pet Sitting, Pets"
TzrA1TsKMKbrZBkw3q6DEQ,Scout's Treat Truck,Indianapolis,46250,IN,,20,5,"Cupcakes, Street Vendors, Food Delivery Services, Food Trucks, Desserts, Food"
Edg22x3CZkIv0GUib2oEFA,Mellow Mushroom,New Orleans,70118,LA,8227 Oak St,149,4,"Pizza, Restaurants, Bars, Nightlife, Sandwiches"
VVvUBlc_WIEb8obKGq39dA,Four Green Fields,Tampa,33607,FL,"4100 George J Bean Pkwy, Airside E, Tampa International Airport",39,5,"Irish Pub, Bars, Restaurants, Irish, Nightlife"
FR5xx5YEzxAnoMdqGl7vRQ,Anytime Fitness,New Orleans,70122,LA,2141 Caton St,6,3,"Fitness & Instruction, Gyms, Weight Loss Centers, Health & Medical, Trainers, Active Life"
py5aKmlTB2NarfsfcOpHOQ,Cafe Con Leche,Tampa,33607,FL,4100 George J Bean Pkwy,55,3,"Restaurants, Breakfast & Brunch, Coffee Roasteries, Coffee & Tea, Food"
jL_NufxqXi-BpW5uXKsPwQ,CVS Pharmacy,Philadelphia,19128,PA,518 Port Royal Ave,11,3,"Drugstores, Pharmacy, Health & Medical, Convenience Stores, Food, Shopping"
wZhGuW7vQpfhxeEvLHkTrA,Express Cafe,Meridian,83642,ID,400 E Fairview Ave,119,5,"Restaurants, Breakfast & Brunch"
vjLSYNGFkPu4Y5HKoJlzYg,Rancho 777,Reno,89512,NV,777 E 4th St,5,2,"Event Planning & Services, Hotels, Hotels & Travel"
pIUQz-zGw-Nu_Pu-qoTGuw,Western Endocrine Associates,Tucson,85715,AZ,"6365 E Tanque Verde Rd, Ste 200",15,2,"Health & Medical, Doctors, Endocrinologists, Internal Medicine, Dermatologists"
I3ZLcrGzj-QN5vFgaJFrAg,Golf Galaxy,Berwyn,19312,PA,470 Swedesford Rd,25,3,"Shopping, Fashion, Outdoor Gear, Active Life, Golf Lessons, Sporting Goods, Golf Equipment, Golf, Fitness & Instruction, Sports Wear"
Tm3QiAVLJAR2fEJK7APPPQ,City Fitness - Northern Liberties,Philadelphia,19123,PA,200 Spring Garden St,131,3,"Active Life, Fitness & Instruction, Trainers, Gyms"
rJXa375PYt906DwptOOP3Q,Master Bait and Fishing Supplies,TAMPA,33615,FL,9735 W Hillsborough Ave,8,4,"Active Life, Shopping, Fishing, Hunting & Fishing Supplies, Sporting Goods"
YR0nwxBOKk6DiLHNItfsBQ,Boston Pizza,St Albert,T8N 5H9,AB,200 St. Albert Rd,14,4,"Italian, Chicken Wings, Pizza, Restaurants"
X4loIesbBkiTZLFstHv8Kw,Diagnostic Imaging Services,Metairie,70006,LA,"4241 Veterans Memorial Blvd, Ste 100",10,4,"Diagnostic Imaging, Diagnostic Services, Health & Medical, Medical Centers"
n8ecak12IF_jhnPNs37AZA,Baltic Bakery,Philadelphia,19125,PA,2609 Edgemont St,12,5,"Food, Bakeries, Restaurants"
jnyHs1ZXy9qIE2gORZBQMg,Style Lab For Men,New Orleans,70115,LA,3326 Magazine St,6,4,"Fashion, Men's Clothing, Shopping"
xloFoRiYlH4IKGz3FhTDpA,1-275 Rest Area Manatee County Mile 7,Terra Ceia,34250,FL,13018 Rest Area,5,4,"Hotels, Rest Stops, Event Planning & Services, Hotels & Travel"
s_lHc_CrkzOTY3k4VNtN8w,Indy Fuel,Indianapolis,46205,IN,1202 E 38th St,28,4,"Professional Sports Teams, Arts & Entertainment"
zzUxvYE-8Fj_dWqsPcagNg,The Cleaning Authority - Tucson,Tucson,85713,AZ,2140 S 4th Ave,25,2,"Home Services, Professional Services, Home Cleaning, Office Cleaning"
jcL_qaGJiappzpnn-ifSoA,Fat Jakks,Edmonton,T5H 0V6,AB,10126 - 107 Avenue NW,8,4,"Chinese, Restaurants, Filipino"
rYOrSXy2I4BcxB7dhg29uA,Restoration Hardware,Nashville,37215,TN,"2126 Abbott Martin Rd, Ste 265",71,4,"Shopping, Furniture Stores, Home & Garden"
s-A1_pxGRYL2x4gONVzvFA,Easy Rider Repair,Delaware County,19064,PA,,13,5,"Mountain Biking, Bike Repair/Maintenance, Shopping, Bikes, Active Life, Local Services, Sporting Goods"
_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,Philadelphia,19139,PA,219 S 52nd St,66,5,"Cupcakes, Caribbean, Restaurants, Trinidadian, Food, Bakeries, Cafes"
dJfkfBbJz7wi0RgW-ph_Eg,Sake House,Tampa,33617,FL,5106 E Fowler Ave,140,3,"Restaurants, Sushi Bars, Japanese"
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,Philadelphia,19147,PA,300 South St,178,3,"Tex-Mex, Restaurants, American (Traditional), Nightlife, Bars"
OIsLivxtTTqH7i1QISoUOQ,Villas at San Dorado,Oro Valley,85737,AZ,10730 N Oracle Rd,7,4,"Apartments, Real Estate, Home Services"
W57cR9a7XP6RX56MSWHJJA,Las Margaritas,New Orleans,70163,LA,514 S Rampart St,58,4,"Mexican, Restaurants"
35dqrE4z9qWCtCn749oorg,Rippy's Central Pike Collision Repair,Hermitage,37076,TN,3539 Central Pike,5,3,"Body Shops, Automotive"
gYMOrd8xnZF-B61lwGiFUw,Inkorporated,Brownsburg,46112,IN,,6,4,"Beauty & Spas, Piercing, Tattoo"
6bFx8j2KqPfmT0XEUS1RMg,Center City Emergency Dentist,Philadelphia,19102,PA,"1429 Walnut St, Fl 6",120,4,"Orthodontists, Health & Medical, Oral Surgeons, General Dentistry, Dentists, Cosmetic Dentists"
x7_p5O3ChQa7shdHCcLHZQ,Olivier's Creole Restaurant,New Orleans,70130,LA,204 Decatur St,172,4,"Event Planning & Services, Party & Event Planning, Restaurants, Seafood, Soul Food, Southern, Ethnic Food, Specialty Food, Venues & Event Spaces, Cajun/Creole, Food"
G2Byuh4EVeSnqqWBWtD7rg,Wissahickon Cyclery,Philadelphia,19118,PA,7837 Germantown Ave,18,5,"Bike Rentals, Active Life, Bikes, Shopping, Sporting Goods"
JF7iyI3wA_AKi_iXOKi0Qw,Parlor Suburban Square,Ardmore,19003,PA,30 Parking Plz,61,4,"Italian, Pizza, Gluten-Free, Restaurants, Bars, Wine Bars, Nightlife"
vSE6lkp5FBcttPxEbQ9XCw,Kim Kelly & Co Clinical Skin Care,Doylestown,18901,PA,"252 W Swamp Rd, Ste 56",7,5,"Health & Medical, Medical Spas, Beauty & Spas, Skin Care, Makeup Artists"
iolaqx0v6g-fymksGWIU9A,Camden Bay Apartments,Tampa,33635,FL,11302 W Hillsborough Ave,53,4,"Real Estate, Apartments, Home Services"
G89OuZ3sIEfOR5cXeDqNaA,Bulls Barbershop,Temple Terrace,33617,FL,10811 N 56th St,5,5,"Barbers, Beauty & Spas"
usv5G5cO314pPHRTGq2Eyw,Best Tours,Philadelphia,19019,PA,,38,1,"Tours, Walking Tours, Hotels & Travel, Food Tours"
gRHd5bRosRWQBckzPawf-w,Blue Wren Studio,Indianapolis,46203,IN,"1043 Virginia Ave, Ste 214",7,5,"Photography Stores & Services, Beauty & Spas, Hair Salons, Home & Garden, Art Galleries, Day Spas, Arts & Entertainment, Shopping"
xa6JYHDgVza7CuenKBJBHw,Taqueria El Sitio,Hermitage,37076,TN,3466 A Lebanon Pike,8,5,"Latin American, Mexican, Restaurants"
1dSKEitDDgIkaApe6UNMSA,The Pepper Pott,Nashville,37209,TN,4611 Alabama Ave,18,5,"Caribbean, Food, Restaurants, Food Trucks"
rZw9O5lJ36m_mXeRKE4G9A,La Sponda,Downingtown,19335,PA,20 E Lancaster Ave,29,5,"Italian, Restaurants, Salad, Bars, Venues & Event Spaces, Wine Bars, Nightlife, Event Planning & Services"
dCITjr2RMTmrX33_eFaMKA,BurgerWorks,Sherwood Park,T8H 2A3,AB,160 Broadway Boulevard,17,4,"Burgers, Restaurants"
CLEWowfkj-wKYJlQDqT1aw,Blow Bar Express Styling Salon,Tampa,33609,FL,"310 S Dale Mabry Hwy, Ste 110",55,4,"Makeup Artists, Blow Dry/Out Services, Beauty & Spas, Hair Salons, Nail Salons, Eyebrow Services"
YG0OOMLP3MWYPKHpkA_mew,S&K Salon,Tucson,85743,AZ,"8567 N Silverbell Rd, Ste 111",6,4,"Men's Hair Salons, Waxing, Hair Salons, Skin Care, Hair Removal, Beauty & Spas"
Pr_Mlt9FqdcW7WCFGJmozA,The Cider Factory,Virginia City,89440,NV,420 S B St,104,5,"Italian, Seafood, American (Traditional), Steakhouses, Restaurants, Comfort Food"
-7GDqSUaXrpC8Ql7nDBxWA,B2 Bluefin,Bala Cynwyd,19004,PA,401 E City Ave,92,4,"Nightlife, Bars, Cocktail Bars, Japanese, Restaurants, Sushi Bars, Asian Fusion"
6I_DA3uqOox50rBvjrQ_-g,Aloft Philadelphia Airport,Philadelphia,19153,PA,4301 Island Ave,175,3,"Event Planning & Services, Hotels & Travel, Hotels, Venues & Event Spaces"
zn-WXkqHag5FSVc_LC9dEQ,Renee Hair Salon,Havertown,19083,PA,1007 W Chester Pike,5,4,"Beauty & Spas, Hair Salons"
